t_index	term	df
11553	throughout	70
11554	throw	17
11555	throwback	2
11556	thrower	1
11557	thrown	24
11558	thrust	3
11559	thu	19
11560	thug	5
11561	thuggish	2
11562	thugocraci	2
11563	thumb	6
11564	thunder	3
11565	thunderbird	1
11566	thurmond	1
11567	thursday	219
11568	thuzz	1
11569	thwart	5
11570	tia	2
11571	tiananmen	1
11572	tibet	2
11573	tick	3
11574	ticket	11
11575	tidal	2
11576	tide	7
11577	tie	102
11578	tiebreak	10
11579	tien	1
11580	tiffani	2
11581	tight	22
11582	tighten	11
11583	tighter	3
11584	tightest	2
11585	tightli	4
11586	tijan	3
11587	tilak	1
11588	tile	2
11589	till	5
11590	tilt	6
11591	tim	15
11592	time	493
11593	timelin	4
11594	timet	4
11595	timid	2
11596	timism	1
11597	timo	1
11598	timocka	1
11599	timothi	4
11600	tin	1
11601	tini	23
11602	tinker	1
11603	tinkl	1
11604	tiot	1
11605	tip	59
11606	tipper	2
11607	tipster	1
11608	tire	29
11609	tireless	1
11610	tirelessli	2
11611	tirm	2
11612	titl	50
11613	titleist	1
11614	titlist	2
11615	tito	6
11616	tl	1
11617	tnt	7
11618	toadi	1
11619	toast	3
11620	toastst	1
11621	tobacco	3
11622	tod	2
11623	today	316
11624	todd	21
11625	toddler	3
11626	toe	5
11627	togeth	101
11628	togo	1
11629	tohouri	1
11630	toi	1
11631	toietnam	1
11632	toilet	3
11633	token	2
11634	tokov	1
11635	tokyo	25
11636	told	277
11637	toledo	15
11638	toler	12
11639	tolkach	1
11640	toll	80
11641	tolli	1
11642	tolstoy	1
11643	tom	42
11644	tomahawk	6
11645	tomato	2
11646	tomb	1
11647	tomic	2
11648	tomislav	1
11649	tommi	9
11650	tomorrow	41
11651	tomorrow99	1
11652	ton	47
11653	tone	16
11654	tong	1
11655	tongu	9
11656	toni	34
11657	tonig	2
11658	tonight	104
11659	tonugu	1
11660	took	216
11661	tool	21
11662	toothless	1
11663	top	184
11664	topic	1
11665	topmost	1
11666	topolev	2
11667	toppl	26
11668	torch	11
11669	tore	41
11670	tori	1
11671	torment	10
11672	torn	8
11673	torpedo	64
11674	torr	1
11675	torricelli	1
11676	torso	1
11677	tortilla	1
11678	tortur	14
11679	toscap	1
11680	toss	14
11681	tossup	3
11682	total	75
11683	totalitarian	1
11684	tote	4
11685	totter	1
11686	touch	37
11687	touchdown	1
11688	touchi	2
11689	tough	33
11690	toughen	1
11691	tougher	2
11692	toughest	2
11693	tour	46
11694	tourism	1
11695	tourist	12
11696	tournament	51
11697	tout	2
11698	tow	18
11699	toward	99
11700	towel	1
11701	tower	21
11702	town	115
11703	townsend	1
11704	townspeopl	2
11705	toy	3
11706	trac	1
11707	trace	13
11708	tracey	1
11709	traci	1
11710	track	47
11711	trade	72
11712	trader	11
11713	tradit	45
11714	traffic	25
11715	traffick	22
11716	tragedi	48
11717	tragic	15
11718	trail	45
11719	trailer	13
11720	train	57
11721	trainer	14
11722	traips	1
11723	trait	1
11724	traition	1
11725	traitor	1
11726	trajkov	1
11727	trampl	2
11728	tran	7
11729	trang	1
11730	tranquil	6
11731	transact	6
11732	transcend	1
11733	transcript	6
11734	transfer	27
11735	transform	6
11736	transit	45
11737	translat	21
11738	transmiss	2
11739	transmit	1
11740	transmitt	1
11741	transnat	1
11742	transpar	13
11743	transpir	3
11744	transport	55
11745	traor	1
11746	trap	73
11747	trash	13
11748	trauma	7
11749	traumat	5
11750	travail	1
11751	travel	71
11752	travelg	1
11753	travelwarn	1
11754	travesti	2
11755	tray	1
11756	tread	1
11757	treason	2
11758	treasur	5
11759	treasuri	2
11760	treat	39
11761	treati	7
11762	treatment	34
11763	trebjesanin	1
11764	tredway	1
11765	tree	13
11766	treeless	1
11767	trek	2
11768	trembl	1
11769	tremend	8
11770	tremor	23
11771	trench	2
11772	trenchantli	1
11773	trend	17
11774	trent	7
11775	tri	324
11776	triag	1
11777	trial	82
11778	triangl	1
11779	tribal	10
11780	tribe	9
11781	tribesmen	1
11782	tribespeopl	1
11783	tribun	30
11784	tribut	12
11785	trichovich	1
11786	trick	13
11787	tricki	6
11788	trickl	4
11789	tricov	1
11790	trident	1
11791	trigger	28
11792	trillion	2
11793	trim	12
11794	trio	1
11795	trip	83
11796	tripl	4
11797	triplett	1
11798	tripoli	1
11799	tripp	1
11800	triumph	15
11801	trivedi	1
11802	troop	67
11803	trooper	5
11804	trophi	3
11805	tropic	1
11806	trot	2
11807	troubl	64
11808	troublemak	1
11809	troublesom	2
11810	trounc	1
11811	troup	1
11812	trove	1
11813	truce	3
11814	truck	66
11815	trucker	2
11816	truckload	5
11817	true	36
11818	truer	1
11819	truli	16
11820	truman	5
11821	trumpet	4
11822	trundl	1
11823	trust	26
11824	trustworthi	1
11825	truth	21
11826	tsvangirai	1
11827	tu	1
11828	tube	11
11829	tuck	3
11830	tucker	1
11831	tudela	10
11832	tudjman	3
11833	tuesday	164
11834	tug	4
11835	tugboat	1
11836	tull	7
11837	tumb	1
11838	tumbl	7
11839	tumult	2
11840	tumultu	5
11841	tuna	1
11842	tune	7
11843	tuneup	2
11844	tungata	1
11845	tunisia	1
11846	tunnel	5
11847	tupac	4
11848	turban	1
11849	turbin	3
11850	turbul	4
11851	tureen	1
11852	turf	1
11853	turk	2
11854	turkey	17
11855	turkish	2
11856	turmoil	16
11857	turn	182
11858	turnaround	2
11859	turncoat	1
11860	turner	1
11861	turnout	27
11862	turnov	7
11863	tusca	1
11864	tussl	1
11865	tutori	1
11866	tuxedo	1
11867	tv	64
11868	twa	1
11869	twelfth	1
11870	twelv	2
11871	twenti	7
11872	twice	42
11873	twig	1
11874	twin	14
11875	twist	21
11876	two	585
11877	tx	14
11878	tyner	1
11879	type	23
11880	typewrit	1
11881	typhu	1
11882	typic	6
11883	typifi	1
11884	typograph	2
11885	tyranni	3
11886	tyrant	2
11887	tyson	5
11888	tysyacheletiy	1
11889	u	423
11890	u2	2
11891	ueno	2
11892	ufwet	1
11893	ugaz	3
11894	ugli	3
11895	uh	1
11896	ulihrach	2
11897	ultim	31
11898	ultimatum	3
11899	ultra	1
11900	ultralight	3
11901	ultramodern	2
11902	ultranationalist	3
11903	umbil	1
11904	umbrella	2
11905	umc	1
11906	umesh	1
11907	umpir	6
11908	un	7
11909	unabl	24
11910	unaccept	7
11911	unaccount	12
11912	unambigu	1
11913	unanim	6
11914	unannounc	4
11915	unansw	4
11916	unapologet	1
11917	unarm	5
11918	unattend	1
11919	unauthor	3
11920	unavoid	2
11921	unawar	3
11922	unbalanc	1
11923	unbear	1
11924	unbeaten	1
11925	unbeliev	6
11926	unbias	2
11927	unborn	1
11928	unbridl	1
11929	unbroken	2
11930	uncal	1
11931	uncanni	1
11932	unceasingli	1
11933	uncertain	14
11934	uncertainti	12
11935	unchalleng	3
11936	unchang	6
11937	uncharacterist	2
11938	uncharismat	1
11939	uncheck	4
11940	uncl	9
11941	unclaim	2
11942	unclassifi	3
11943	unclear	27
11944	uncoil	1
11945	uncollect	1
11946	uncomfort	2
11947	uncommit	2
11948	uncommon	1
11949	unconcern	1
11950	uncondit	4
11951	unconfirm	3
11952	unconsci	2
11953	unconstitut	2
11954	unconvinc	1
11955	uncork	1
11956	uncorrupt	1
11957	uncount	1
11958	uncov	14
11959	uncrit	1
11960	undaunt	1
11961	undecid	8
11962	undef	1
11963	undemocrat	3
11964	underag	4
11965	undercov	1
11966	undercut	9
11967	underdog	1
11968	underestim	5
11969	undergo	7
11970	undergon	1
11971	underground	6
11972	underli	3
11973	underlin	3
11974	undermin	14
11975	underneath	7
11976	underpaid	1
11977	underscor	14
11978	undersea	1
11979	undersecretari	5
11980	undersheriff	2
11981	understaf	1
11982	understand	55
11983	understat	1
11984	understood	11
11985	understudi	1
11986	undertak	5
11987	undertaken	6
11988	underton	1
11989	undertook	1
11990	underw	5
11991	underwat	21
11992	underway	9
11993	underwood	1
11994	underworld	3
11995	undescrib	1
11996	undeserv	2
11997	undetect	6
11998	undisclos	2
11999	undisput	2
12000	undisturb	1
12001	undivid	1
12002	undo	1
12003	undoc	1
12004	undon	1
12005	undoubtedli	3
12006	undu	2
12007	unduli	2
12008	unearth	4
12009	uneasi	8
12010	unelect	1
12011	unemploy	5
12012	unenforc	1
12013	unequivoc	2
12014	uner	2
12015	unesco	1
12016	unexpect	9
12017	unexpectedli	4
12018	unexpir	1
12019	unexplain	4
12020	unexplod	4
12021	unfair	13
12022	unfairli	4
12023	unfamiliar	4
12024	unfathom	2
12025	unfaz	3
12026	unfett	9
12027	unfinish	4
12028	unfit	15
12029	unflatt	1
12030	unfold	12
12031	unforc	12
12032	unfortun	17
12033	unfound	3
12034	unfurl	1
12035	ungovern	2
12036	unhappi	4
12037	unharm	5
12038	unheard	1
12039	unhelp	1
12040	unhurt	1
12041	unicef	1
12042	unidentifi	15
12043	unif	2
12044	unifi	12
12045	uniform	24
12046	unilater	1
12047	unimagin	3
12048	uninform	1
12049	uninhabit	1
12050	unintellig	1
12051	unintend	1
12052	union	60
12053	unionist	2
12054	uniqu	3
12055	unit	376
12056	uniti	23
12057	univers	65
12058	univis	3
12059	unjust	3
12060	unjustifi	7
12061	unjustli	1
12062	unknowingli	1
12063	unknown	38
12064	unlaw	1
12065	unleash	5
12066	unless	14
12067	unlevel	1
12068	unlik	31
12069	unlimit	2
12070	unload	11
12071	unman	1
12072	unmark	1
12073	unmistak	2
12074	unnam	4
12075	unnecessari	6
12076	unnot	1
12077	unoffici	5
12078	unpack	1
12079	unpalat	1
12080	unpolish	1
12081	unpopular	7
12082	unpreced	27
12083	unprecedentedli	1
12084	unpredict	4
12085	unpretenti	2
12086	unprint	1
12087	unprotect	4
12088	unpunish	1
12089	unquestion	1
12090	unravel	8
12091	unreason	2
12092	unrecov	1
12093	unregul	3
12094	unrel	5
12095	unreli	2
12096	unrepres	2
12097	unresolv	4
12098	unrest	17
12099	unrestrict	1
12100	unsaf	3
12101	unsatisfactori	4
12102	unsatisfi	1
12103	unsavori	2
12104	unscath	5
12105	unschedul	2
12106	unscom	1
12107	unscript	1
12108	unscrupul	2
12109	unseason	1
12110	unseat	11
12111	unsecur	4
12112	unseed	12
12113	unseen	2
12114	unselfish	1
12115	unsettl	6
12116	unshaken	2
12117	unshaven	1
12118	unsheath	1
12119	unspecif	3
12120	unspecifi	6
12121	unspectacular	3
12122	unspoken	1
12123	unstabl	9
12124	unsteadi	1
12125	unsteadili	1
12126	unsubstanti	2
12127	unsuccess	15
12128	unsupervis	2
12129	unsur	6
12130	unsuspect	1
12131	unswervingli	2
12132	unsympathet	1
12133	untabul	2
12134	untaint	1
12135	untal	1
12136	untap	2
12137	untest	2
12138	unthink	3
12139	unthreaten	2
12140	untold	2
12141	untouch	3
12142	untreat	2
12143	untrustworthi	1
12144	untruth	2
12145	unus	2
12146	unusu	29
12147	unveil	3
12148	unwant	3
12149	unwarr	1
12150	unwil	10
12151	unwilling	3
12152	unwis	2
12153	unwittingli	2
12154	up	1
12155	upbeat	1
12156	upcom	10
12157	updat	18
12158	upfront	1
12159	upheav	5
12160	upheld	1
12161	uphil	2
12162	uphold	3
12163	upkeep	1
12164	upon	30
12165	upper	8
12166	upris	44
12167	uproar	5
12168	uproot	1
12169	upscal	3
12170	upset	40
12171	upshot	1
12172	upsid	3
12173	upstag	1
12174	upstart	2
12175	upstat	2
12176	upsurg	1
12177	upto	1
12178	upward	2
12179	ural	2
12180	urban	8
12181	urdu	2
12182	ureg	1
12183	urg	92
12184	urgenc	4
12185	urgent	12
12186	uruguay	2
12187	urvashi	1
12188	us	307
12189	usa	6
12190	usaid	2
12191	usama	1
12192	usdoj	1
12193	use	308
12194	usha	1
12195	usher	3
12196	uss	228
12197	ussol	1
12198	ussr	2
12199	ustacov	1
12200	ustakov	1
12201	ustokov	1
12202	usual	39
12203	usulutan	1
12204	utah	6
12205	utensil	1
12206	util	5
12207	uttar	4
12208	utter	3
12209	utterli	14
12210	uvarov	1
12211	uvil	1
12212	uwint	1
12213	uzic	1
12214	v	15
12215	va	39
12216	vacanc	11
12217	vacant	3
12218	vacat	15
12219	vacuum	5
12220	vadim	8
12221	vagari	1
12222	vagu	3
12223	vaibhav	3
12224	vaidya	1
12225	vain	6
12226	vajpaye	13
12227	valdimir	2
12228	valentin	37
12229	valetin	1
12230	valiantli	1
12231	valid	6
12232	vall	1
12233	vallanc	1
12234	vallentin	1
12235	valley	4
12236	valu	21
12237	valuabl	8
12238	van	21
12239	vandal	3
12240	vanek	9
12241	vanish	6
12242	vanquish	2
12243	vantag	1
12244	vap	1
12245	vapid	1
12246	vara	3
12247	varadero	1
12248	varga	3
12249	vari	7
12250	variat	2
12251	varieti	9
12252	variou	24
12253	various	1
12254	varonec	1
12255	vasiltsov	1
12256	vassal	1
12257	vast	23
12258	vastli	4
12259	vat	1
12260	vault	3
12261	vavrinec	1
12262	ve	137
12263	vecernj	2
12264	vedrin	4
12265	veekz	1
12266	veen	1
12267	vega	4
12268	veget	1
12269	vehement	3
12270	vehicl	47
12271	veil	9
12272	vein	1
12273	velensuela	1
12274	velez	1
12275	velimir	2
12276	vellari	1
12277	vend	1
12278	vendor	2
12279	veneer	1
12280	venero	1
12281	venezuela	3
12282	venezuelan	2
12283	veng	2
12284	venom	2
12285	vent	1
12286	ventil	1
12287	ventur	15
12288	ventura	1
12289	venturoni	1
12290	venu	36
12291	verandah	2
12292	verb	2
12293	verbal	3
12294	verdict	24
12295	verg	7
12296	verifi	7
12297	vermont	3
12298	vern	24
12299	vernon	6
12300	vero	3
12301	veronica	1
12302	veronika	1
12303	vers	5
12304	version	18
12305	versu	1
12306	vertigo	1
12307	veselinov	1
12308	vesna	2
12309	vessel	56
12310	vest	8
12311	vestig	7
12312	vet	2
12313	veteran	41
12314	veto	2
12315	vetrivinia	1
12316	vex	1
12317	vi	3
12318	via	6
12319	vibe	1
12320	vibrat	1
12321	vicar	1
12322	vicario	3
12323	vice	91
12324	vicent	1
12325	viciou	3
12326	vick	1
12327	victim	104
12328	victor	14
12329	victori	140
12330	video	40
12331	videodisc	1
12332	videotap	30
12333	vidyayevo	1
12334	vienna	1
12335	viet	3
12336	vietcong	1
12337	vietnam	55
12338	vietnames	45
12339	view	61
12340	viewer	6
12341	viewpoint	1
12342	vigil	23
12343	vigor	10
12344	vij	1
12345	vijay	1
12346	vijesti	1
12347	vike	1
12348	vikram	1
12349	viktor	1
12350	vila	1
12351	vile	1
12352	vilifi	4
12353	villa	4
12354	villag	34
12355	villain	1
12356	villamil	1
12357	villanueva	3
12358	vilonuaeva	1
12359	vinc	1
12360	vincent	4
12361	vinci	4
12362	vinciguerra	2
12363	vindic	3
12364	vindict	2
12365	vineet	2
12366	vinegar	1
12367	vini	1
12368	vinroot	1
12369	vintag	1
12370	violat	31
12371	violenc	106
12372	violent	33
12373	vip	2
12374	viral	1
12375	virgin	2
12376	virgini	4
12377	virginia	61
12378	virginian	1
12379	virtu	3
12380	virtual	25
12381	viru	7
12382	virul	1
12383	visa	8
12384	viscer	1
12385	visibl	37
12386	vision	11
12387	visit	155
12388	visitor	6
12389	visor	1
12390	vista	1
12391	visual	4
12392	vital	17
12393	vitali	1
12394	vitamin	1
12395	vitup	1
12396	vituper	1
12397	vivid	5
12398	vividli	2
12399	viyanka	2
12400	vladamiro	1
12401	vladan	2
12402	vlademi	1
12403	vlademiro	1
12404	vladimero	1
12405	vladimir	79
12406	vladimiro	42
12407	vlajko	4
12408	vlatislav	1
12409	vm	4
12410	vo	2
12411	voa	58
12412	vocabulari	1
12413	vocal	3
12414	vodafon	7
12415	vogu	2
12416	voic	35
12417	void	7
12418	voinovich	1
12419	voislav	1
12420	vojislav	98
12421	vojislov	3
12422	vojvodina	5
12423	volatil	18
12424	volcan	1
12425	volcano	1
12426	volgin	1
12427	volley	16
12428	volta	1
12429	volum	1
12430	volunt	28
12431	voluntarili	2
12432	von	5
12433	vopt	1
12434	vote	183
12435	voter	65
12436	vow	45
12437	voyag	5
12438	vranj	2
12439	vranjkov	1
12440	vu	1
12441	vucic	1
12442	vuk	5
12443	vukicev	1
12444	vulcanologist	1
12445	vulner	35
12446	vuong	1
12447	vy	2
12448	vya	3
12449	vyacheslav	4
12450	vycheslav	1
12451	w	79
12452	wa	2
12453	wad	1
12454	wada	1
12455	wade	4
12456	wadi	2
12457	waft	2
12458	wage	14
12459	wagner	3
12460	wahab	1
12461	waifish	1
12462	waight	1
12463	wail	9
12464	wainek	1
12465	waisman	1
12466	waistband	1
12467	wait	99
12468	waiv	7
12469	waiver	5
12470	wake	32
12471	wakeforest	1
12472	wakil	1
12473	wal	1
12474	walden	2
12475	waldo	1
12476	walk	69
12477	walker	7
12478	walki	1
12479	walkout	7
12480	wall	73
12481	wallac	3
12482	walter	6
12483	wand	2
12484	wanda	1
12485	wander	15
12486	wane	9
12487	wanna	1
12488	want	287
12489	war	197
12490	ward	5
12491	warden	4
12492	ware	1
12493	warehous	3
12494	warfar	9
12495	warhead	1
12496	wari	6
12497	warili	1
12498	warm	14
12499	warmer	1
12500	warmest	1
12501	warmli	2
12502	warmth	2
12503	warmup	4
12504	warn	109
12505	warner	6
12506	warp	1
12507	warplan	5
12508	warrant	16
12509	warren	9
12510	warrior	5
12511	warsaw	1
12512	warship	77
12513	wartim	2
12514	wash	9
12515	washak	1
12516	washington	212
12517	wasn	55
12518	wast	5
12519	wastag	1
12520	watch	99
12521	watchdog	2
12522	watcher	5
12523	watchman	3
12524	watchtow	1
12525	water	114
12526	waterfront	2
12527	waterg	1
12528	waterlin	11
12529	watermelon	1
12530	watersh	1
12531	waterway	2
12532	watkin	1
12533	watson	2
12534	wave	60
12535	waver	2
12536	wax	1
12537	way	304
12538	waybourn	1
12539	wayn	6
12540	wayner	1
12541	wbai	1
12542	wc	1
12543	wcau	1
12544	weak	28
12545	weaken	8
12546	weaker	9
12547	wealth	8
12548	wealthi	15
12549	wealthier	1
12550	wealthiest	1
12551	weapon	75
12552	weaponri	9
12553	wear	40
12554	weari	15
12555	weather	48
12556	weav	1
12557	web	18
12558	webb	1
12559	weber	1
12560	websit	7
12561	webster	8
12562	wed	10
12563	wedg	1
12564	wednesday	177
12565	wee	3
12566	week	380
12567	weekend	65
12568	weekli	10
12569	weekz	1
12570	weep	14
12571	weigh	13
12572	weight	14
12573	weighti	1
12574	weingartn	2
12575	weird	3
12576	welcom	49
12577	weld	7
12578	welder	1
12579	weldon	2
12580	welfar	3
12581	well	248
12582	wen	1
12583	wendi	1
12584	went	159
12585	wento	1
12586	wep	2
12587	wept	4
12588	weren	24
12589	wesley	3
12590	west	125
12591	western	121
12592	westminst	1
12593	westward	1
12594	wet	3
12595	wethi	10
12596	wgbh	6
12597	wha	1
12598	whack	2
12599	whale	2
12600	whatev	27
12601	whatsoev	3
12602	wheat	1
12603	wheaton	1
12604	wheel	9
12605	wheelchair	1
12606	wheeler	3
12607	whenev	12
12608	wherea	3
12609	whereabout	23
12610	wherev	5
12611	whet	1
12612	whether	201
12613	whiff	1
12614	whilst	3
12615	whim	1
12616	whip	5
12617	whippani	1
12618	whirlwind	1
12619	whisk	1
12620	whisper	3
12621	whistl	5
12622	whistleblow	1
12623	whitacr	1
12624	white	168
12625	whitewash	3
12626	whitewat	19
12627	whither	1
12628	whitman	3
12629	whitmir	1
12630	whittl	2
12631	whoever	6
12632	whole	68
12633	wholeheartedli	1
12634	wholesal	1
12635	wholesom	1
12636	wholli	1
12637	whop	4
12638	whose	129
12639	wi	5
12640	wibberley	5
12641	wichita	1
12642	wick	1
12643	wide	73
12644	widen	7
12645	wider	9
12646	widespread	18
12647	widow	45
12648	wield	7
12649	wife	131
12650	wiland	1
12651	wild	20
12652	wildcard	1
12653	wildest	1
12654	wildli	6
12655	wildlif	1
12656	wilk	1
12657	will	27
12658	willi	4
12659	william	143
12660	williams	2
12661	williamsport	4
12662	willing	8
12663	wilma	1
12664	wilson	31
12665	wimbledon	23
12666	win	153
12667	wind	24
12668	windfal	1
12669	windi	1
12670	window	43
12671	windowless	1
12672	wing	7
12673	wingat	1
12674	winner	86
12675	winsegerera	1
12676	winston	5
12677	winter	4
12678	winton	2
12679	wipe	16
12680	wire	17
12681	wisconsin	15
12682	wisdom	3
12683	wise	6
12684	wiser	2
12685	wish	38
12686	wisher	3
12687	wisnep	1
12688	wisnip	1
12689	wist	1
12690	wit	76
12691	witch	1
12692	withdraw	19
12693	withdrawn	5
12694	withdrew	16
12695	wither	1
12696	withheld	4
12697	withhold	5
12698	within	102
12699	without	141
12700	withstand	8
12701	withstood	3
12702	witless	2
12703	witt	1
12704	wittmann	2
12705	wive	2
12706	wnbc	1
12707	wo	2
12708	wodi	1
12709	woe	1
12710	woefulli	1
12711	woke	5
12712	woken	3
12713	wolf	4
12714	wolfenson	1
12715	wolfowitz	1
12716	wolfson	4
12717	woman	61
12718	women	106
12719	won	173
12720	wond	1
12721	wonder	41
12722	wont	1
12723	woo	2
12724	wood	18
12725	wooden	10
12726	woodford	2
12727	woodgouskov	1
12728	woodland	14
12729	woodleaf	1
12730	woodridg	1
12731	woodrow	2
12732	woodruff	8
12733	woodword	1
12734	woolridg	1
12735	woolsey	1
12736	wooster	1
12737	word	92
12738	wore	22
12739	work	321
12740	workaday	1
12741	workboat	1
12742	worker	141
12743	workforc	4
12744	workmen	1
12745	workplac	1
12746	workshop	3
12747	worl	1
12748	world	244
12749	worldconcern	1
12750	worldli	2
12751	worldrelief	1
12752	worldvis	1
12753	worldwid	22
12754	worn	9
12755	worri	52
12756	worriesom	1
12757	worrisom	1
12758	wors	28
12759	worsen	6
12760	worship	15
12761	worshipp	1
12762	worst	60
12763	worth	26
12764	worthsal	1
12765	worthwhil	1
12766	would	493
12767	wouldn	48
12768	wound	100
12769	wow	1
12770	wrack	4
12771	wrangl	2
12772	wrap	17
12773	wraparound	1
12774	wrath	2
12775	wrc	1
12776	wre	1
12777	wreak	3
12778	wreck	14
12779	wreckag	24
12780	wrench	9
12781	wrest	5
12782	wring	3
12783	wrinkl	1
12784	wrist	3
12785	writ	1
12786	write	29
12787	writer	11
12788	written	44
12789	wrn	1
12790	wrong	50
12791	wrongdo	8
12792	wrote	41
12793	wrought	1
12794	wta	2
12795	www	61
12796	wxyz	1
12797	wych	3
12798	wyo	5
12799	wyom	3
12800	x	6
12801	xavier	1
12802	xenophob	3
12803	xenophobia	2
12804	xiang	1
12805	xinjiang	2
12806	xuan	1
12807	y	29
12808	ya	1
12809	yaakov	1
12810	yacht	3
12811	yahia	1
12812	yakovlev	1
12813	yale	2
12814	yamoussoukro	1
12815	yan	1
12816	yank	2
12817	yanke	1
12818	yanyodiwich	1
12819	yapi	1
12820	yard	22
12821	yarra	1
12822	yashwant	1
12823	yasser	14
12824	yassir	1
12825	yaun	1
12826	yaya	1
12827	ye	26
12828	yeah	13
12829	year	578
12830	yearli	1
12831	yell	2
12832	yellow	7
12833	yeltsin	4
12834	yemen	240
12835	yemeni	129
12836	yere	1
12837	yeshiva	1
12838	yesterday	67
12839	yet	165
12840	yevgen	1
12841	yevgeni	27
12842	yi	1
12843	yield	10
12844	yodowich	1
12845	yojislav	1
12846	yomiuri	2
12847	yonah	1
12848	yopougon	5
12849	yore	1
12850	york	91
12851	yorker	3
12852	yorkman	1
12853	yoshiro	5
12854	youn	1
12855	young	86
12856	youngblood	1
12857	younger	20
12858	youngest	6
12859	youngster	3
12860	youth	15
12861	youzhni	2
12862	yovano	1
12863	yu	2
12864	yubnotick	1
12865	yug	1
12866	yugaslavia	1
