t_index	term	df
9982	satisfactori	2
9983	satisfi	15
9984	satkhira	3
9985	sattar	1
9986	saturday	190
9987	saudi	90
9988	saunder	1
9989	sava	1
9990	savag	4
9991	save	70
9992	savina	2
9993	savior	5
9994	savitabehn	1
9995	savor	2
9996	savvi	4
9997	saw	101
9998	say	593
9999	sayaad	1
10000	sayan	1
10001	scale	24
10002	scalia	1
10003	scalp	1
10004	scam	1
10005	scamper	1
10006	scandal	67
10007	scandinavian	1
10008	scandlin	1
10009	scanlon	1
10010	scanner	2
10011	scant	4
10012	scapego	1
10013	scapegoat	2
10014	scar	6
10015	scarc	4
10016	scare	12
10017	scari	2
10018	scariest	1
10019	scarv	1
10020	scath	3
10021	scatter	13
10022	scenario	12
10023	scene	94
10024	scent	1
10025	schaffer	5
10026	schedul	80
10027	scheme	9
10028	schett	3
10029	scheveck	1
10030	schiff	2
10031	schism	2
10032	schleehauf	1
10033	schlesing	1
10034	schlikov	1
10035	schmalz	1
10036	scholar	6
10037	scholarship	1
10038	school	54
10039	schoolboy	1
10040	schoolchildren	1
10041	schrock	3
10042	schroeder	6
10043	schultz	1
10044	schumer	1
10045	schutner	1
10046	schwartz	2
10047	schwarzkopf	2
10048	schweitzer	2
10049	scienc	15
10050	scientif	6
10051	scientist	12
10052	scoop	2
10053	scooter	1
10054	scope	2
10055	scorch	1
10056	score	37
10057	scorn	1
10058	scotland	5
10059	scott	8
10060	scottish	1
10061	scottsdal	2
10062	scounscoun	1
10063	scour	4
10064	scourg	1
10065	scout	1
10066	scrambl	16
10067	scrambler	1
10068	scrap	9
10069	scrape	4
10070	scratch	2
10071	scrawl	1
10072	scrawni	2
10073	scream	15
10074	screech	1
10075	screen	13
10076	screw	1
10077	scribbl	3
10078	script	3
10079	scriptur	1
10080	scrutin	2
10081	scrutini	7
10082	scuffl	1
10083	sculptur	1
10084	scurri	1
10085	scuttl	2
10086	se	1
10087	sea	100
10088	seab	8
10089	seafood	1
10090	seal	17
10091	sealift	1
10092	seam	4
10093	seaman	9
10094	seamen	10
10095	sean	3
10096	seanc	1
10097	seaport	3
10098	sear	1
10099	search	143
10100	searcher	7
10101	season	20
10102	seat	77
10103	seater	3
10104	seattl	11
10105	seawal	1
10106	seawat	5
10107	seaworthi	4
10108	sebastian	2
10109	sebastien	16
10110	sebek	4
10111	sec	3
10112	secessionist	4
10113	sech	1
10114	seclud	1
10115	seclus	2
10116	second	174
10117	secondari	1
10118	secondli	4
10119	secreci	1
10120	secret	85
10121	secretari	167
10122	secretli	5
10123	sect	2
10124	sectarian	2
10125	section	19
10126	sector	4
10127	secular	2
10128	secur	324
10129	sedalia	1
10130	sedat	1
10131	see	190
10132	seed	61
10133	seek	92
10134	seeker	3
10135	seem	136
10136	seemingli	3
10137	seen	133
10138	seeth	1
10139	segment	3
10140	segodnya	2
10141	segreg	1
10142	seif	2
10143	seismic	3
10144	seismograph	5
10145	seismolog	3
10146	seismologist	7
10147	seiu	1
10148	seiz	33
10149	sejwal	1
10150	sekou	1
10151	seldom	1
10152	sele	30
10153	select	18
10154	seleri	1
10155	self	41
10156	selig	1
10157	sell	14
10158	seller	1
10159	semi	14
10160	semiautomat	1
10161	semifin	30
10162	semifinalist	12
10163	semin	1
10164	seminar	1
10165	semion	1
10166	sen	59
10167	senat	128
10168	senatori	6
10169	send	70
10170	seneg	2
10171	senior	126
10172	sennett	1
10173	sens	56
10174	sensat	1
10175	senseless	4
10176	sensibl	2
10177	sensit	11
10178	sent	141
10179	sentenc	95
10180	sentiment	22
10181	separ	56
10182	separatist	2
10183	seper	1
10184	sept	47
10185	septemb	66
10186	sequenc	2
10187	serafin	1
10188	seraguso	1
10189	serb	50
10190	serbia	86
10191	serbian	72
10192	serbo	1
10193	seren	6
10194	serena	31
10195	serendipit	1
10196	serga	8
10197	sergaev	1
10198	sergeant	2
10199	sergei	1
10200	sergeyev	1
10201	sergio	8
10202	serheo	1
10203	seri	38
10204	serial	5
10205	seriou	39
10206	serious	31
10207	sermon	3
10208	serov	1
10209	serv	188
10210	servant	6
10211	servic	203
10212	servicemen	24
10213	servil	1
10214	sesam	1
10215	seselj	2
10216	session	39
10217	set	236
10218	setback	5
10219	seth	1
10220	setinya	1
10221	setter	4
10222	settl	33
10223	settlement	8
10224	seven	142
10225	seventeen	16
10226	seventh	31
10227	seventi	1
10228	sever	248
10229	severin	1
10230	severodvinsk	1
10231	severomorsk	4
10232	sew	1
10233	sewag	4
10234	sewart	1
10235	sex	9
10236	sexual	15
10237	seymour	1
10238	sgt	5
10239	shaab	1
10240	shaar	2
10241	shab	2
10242	shabtai	1
10243	shack	7
10244	shade	2
10245	shadow	17
10246	shadowi	8
10247	shaeffer	1
10248	shaft	3
10249	shah	4
10250	shaheen	1
10251	shaher	1
10252	shahrani	3
10253	shailesh	1
10254	shajea	1
10255	shake	29
10256	shaken	11
10257	shaki	2
10258	shalikashvili	1
10259	shall	3
10260	shallow	3
10261	sham	2
10262	shambl	3
10263	shame	6
10264	shamshran	1
10265	shane	1
10266	shannon	1
10267	shantytown	5
10268	shape	27
10269	shapeless	1
10270	shapeup	1
10271	shapiro	1
10272	shard	3
10273	share	39
10274	shargel	1
10275	sharia	1
10276	sharjani	1
10277	sharm	3
10278	sharon	2
10279	sharp	13
10280	sharpen	2
10281	sharper	1
10282	sharpli	14
10283	sharq	1
10284	shatter	33
10285	shaughnessi	3
10286	shave	1
10287	shavit	1
10288	shaw	3
10289	shawn	3
10290	shea	1
10291	sheaf	1
10292	shear	2
10293	sheath	1
10294	shebeck	1
10295	shebek	1
10296	shed	6
10297	sheehan	2
10298	sheehen	1
10299	sheepish	1
10300	sheepishli	1
10301	sheer	3
10302	sheet	22
10303	sheik	5
10304	sheikh	5
10305	sheila	1
10306	shelf	3
10307	shell	6
10308	shelle	4
10309	shelli	1
10310	shelten	1
10311	shelter	22
10312	shelti	1
10313	shelton	6
10314	shelv	2
10315	shemter	1
10316	shephard	1
10317	shepherd	4
10318	sheriff	14
10319	sherman	1
10320	sherri	3
10321	sheryl	1
10322	shi	5
10323	shiela	1
10324	shield	8
10325	shift	21
10326	shiit	3
10327	shine	10
10328	shini	2
10329	ship	193
10330	shipboard	1
10331	shipbuild	6
10332	shipman	1
10333	shipmat	13
10334	shipment	1
10335	shipyard	8
10336	shirley	1
10337	shirt	21
10338	shirtless	2
10339	shiver	1
10340	shkval	7
10341	shlomo	1
10342	shock	43
10343	shoddi	1
10344	shoddili	1
10345	shoe	17
10346	shoeed	1
10347	sholti	1
10348	shook	46
10349	shoot	21
10350	shootout	3
10351	shop	53
10352	shopkeep	2
10353	shoplift	2
10354	shopper	1
10355	shore	19
10356	shorelin	1
10357	short	97
10358	shortag	16
10359	shortchang	2
10360	shortcom	4
10361	shortcut	1
10362	shorter	3
10363	shortest	1
10364	shortfal	2
10365	shorthand	2
10366	shortli	47
10367	shot	77
10368	shotgun	18
10369	shotmak	1
10370	shoulder	16
10371	shouldn	13
10372	shout	29
10373	shove	5
10374	shovel	12
10375	show	189
10376	showcas	2
10377	showdown	12
10378	shower	7
10379	shown	20
10380	shrank	4
10381	shrapnel	1
10382	shred	5
10383	shreveport	2
10384	shrewd	4
10385	shrill	1
10386	shrine	1
10387	shriner	1
10388	shrink	8
10389	shrunk	1
10390	shueib	1
10391	shukla	2
10392	shuler	1
10393	shultz	3
10394	shun	2
10395	shusaki	3
10396	shut	27
10397	shutdown	1
10398	shutter	2
10399	shuttl	4
10400	sibl	8
10401	sicili	2
10402	sick	8
10403	side	157
10404	sidelin	11
10405	sidestep	4
10406	sideway	1
10407	sidl	7
10408	sidot	1
10409	sieg	9
10410	siemerink	1
10411	sierra	4
10412	siev	11
10413	siewert	24
10414	sifford	16
10415	sift	11
10416	sigh	3
10417	sight	25
10418	sightse	4
10419	sign	133
10420	signal	34
10421	signalman	1
10422	signatur	7
10423	signifi	1
10424	signific	41
10425	significantli	9
10426	sigonella	2
10427	sikh	1
10428	silberl	1
10429	silenc	19
10430	silent	19
10431	sill	1
10432	silli	1
10433	silliman	1
10434	silo	3
10435	silt	1
10436	silva	1
10437	silver	10
10438	silvia	3
10439	silvija	2
10440	simeon	1
10441	simil	1
10442	similar	47
10443	similarli	5
10444	simmer	5
10445	simmon	3
10446	simpl	19
10447	simpler	1
10448	simpli	46
10449	simul	1
10450	simultan	8
10451	sin	3
10452	sinc	341
10453	sincer	5
10454	sindh	2
10455	sing	6
10456	singapor	3
10457	singaporean	1
10458	singer	7
10459	singh	4
10460	singl	52
10461	singular	1
10462	singularli	1
10463	sinha	1
10464	sink	32
10465	siobhan	1
10466	sion	1
10467	sip	6
10468	sir	5
10469	sirah	1
10470	siren	1
10471	siriman	1
10472	sirri	1
10473	sister	47
10474	sit	39
10475	site	80
10476	situat	82
10477	six	169
10478	sixteen	3
10479	sixth	34
10480	sixti	1
10481	siyaram	1
10482	sizabl	2
10483	size	25
10484	sizzl	2
10485	skeptic	10
10486	sketch	11
10487	sketchi	14
10488	ski	2
10489	skiff	10
10490	skill	13
10491	skim	8
10492	skin	8
10493	skip	8
10494	skipper	5
10495	skirmish	1
10496	skirt	5
10497	skull	3
10498	sky	18
10499	skyscrap	4
10500	slab	15
10501	slade	7
10502	slain	10
10503	slam	58
10504	slant	2
10505	slap	3
10506	slash	4
10507	slat	1
10508	slate	6
10509	slater	2
10510	slaughterhous	1
10511	slava	1
10512	slavador	1
10513	slavica	1
10514	slavija	2
10515	slavish	1
10516	slavo	1
10517	slavoljub	1
10518	slay	12
10519	sledgehamm	3
10520	sleep	36
10521	sleepless	1
10522	sleev	1
10523	sleight	1
10524	slender	1
10525	slenderest	1
10526	slept	8
10527	slice	11
10528	slid	2
10529	slide	3
10530	slight	6
10531	slightest	3
10532	slightli	27
10533	slim	10
10534	slime	1
10535	slip	30
10536	slippag	1
10537	sliver	2
10538	slm	2
10539	slobadon	1
10540	slobo	3
10541	slobodan	126
10542	slocomb	1
10543	slogan	12
10544	slope	2
10545	sloppi	5
10546	slouch	1
10547	slovakia	8
10548	slovakian	1
10549	slow	40
10550	slowdown	2
10551	slowest	2
10552	slowli	26
10553	slug	1
10554	sluggish	4
10555	slump	6
10556	slur	1
10557	smack	4
10558	small	208
10559	smaller	25
10560	smallest	2
10561	smaltz	1
10562	smart	2
10563	smarter	2
10564	smartest	1
10565	smartli	1
10566	smash	25
10567	smear	3
10568	smederevska	2
10569	smell	8
10570	smile	36
10571	smit	1
10572	smith	21
10573	smithvil	1
10574	smitten	1
10575	smog	2
10576	smoggiest	1
10577	smoke	26
10578	smoker	1
10579	smokescreen	1
10580	smokey	1
10581	smolder	1
10582	smolinski	1
10583	smooth	9
10584	smoothli	2
10585	smother	2
10586	smuggl	3
10587	snack	2
10588	snake	1
10589	snap	9
10590	snapper	1
10591	snappi	1
10592	snare	1
10593	snarl	1
10594	snatch	8
10595	sneak	3
10596	sneaker	2
10597	sneet	1
10598	snif	3
10599	sniff	1
10600	sniffer	13
10601	snipe	1
10602	sniper	1
10603	snippet	2
10604	snitch	3
10605	snjezana	1
10606	snour	1
10607	snow	12
10608	snowfal	1
10609	snowstorm	2
10610	snyder	1
10611	so	1
10612	soak	4
10613	soap	2
10614	soar	7
10615	sob	3
10616	sober	2
10617	soccer	4
10618	social	33
10619	socialist	37
10620	societi	34
10621	sock	3
10622	socotra	2
10623	socti	1
10624	sod	1
10625	sofa	2
10626	soft	12
10627	soften	4
10628	softli	1
10629	softwar	7
10630	soglasiy	1
10631	soil	7
10632	sojourn	1
10633	solanki	1
10634	solari	1
10635	sold	19
10636	soldier	97
10637	sole	9
10638	solemn	4
10639	solemnli	1
10640	solicit	1
10641	solid	15
10642	solidar	6
10643	solidifi	2
10644	solidli	1
10645	solitari	2
10646	solitud	1
10647	solomon	1
10648	solorzano	2
10649	solut	14
10650	solv	6
10651	somali	3
10652	somalia	8
10653	somber	6
10654	somberli	2
10655	somebodi	22
10656	someday	5
10657	somehow	16
10658	someon	49
10659	someplac	1
10660	someth	112
10661	sometim	50
10662	somewhat	9
10663	somewher	14
10664	somo	1
10665	son	116
10666	sonar	2
10667	song	3
10668	songwrit	3
10669	sonia	3
10670	sonni	1
10671	soon	94
10672	sooner	5
10673	sooooo	1
10674	soot	1
10675	sooti	1
10676	sop	1
10677	sophist	22
10678	sordid	1
10679	sore	8
10680	sorri	4
10681	sorrow	3
10682	sort	53
10683	sorti	1
10684	sosonati	7
10685	soto	3
10686	souc	1
10687	sought	50
10688	soul	4
10689	soumaila	1
10690	sound	56
10691	soundli	3
10692	soundproof	1
10693	soup	4
10694	sour	2
10695	sourc	93
10696	south	124
10697	southeast	35
10698	southeastern	10
10699	southern	67
10700	southwest	19
10701	southwestern	6
10702	souvenir	2
10703	sovereign	2
10704	sovereignti	8
10705	soviet	32
10706	soxon	1
10707	sp	2
10708	space	20
10709	spaciou	1
10710	spain	20
10711	span	7
10712	spangl	1
10713	spaniard	2
10714	spaniel	1
10715	spanish	20
10716	spare	9
10717	spark	18
10718	spasski	2
10719	spat	1
10720	spate	3
10721	spatter	1
10722	speak	132
10723	speaker	19
10724	spear	8
10725	spearhead	3
10726	speci	1
10727	special	111
10728	specialist	21
10729	specif	55
10730	specifi	13
10731	spectacl	3
10732	spectacular	4
10733	spectat	7
10734	specter	3
10735	spectrum	1
10736	specul	44
10737	sped	4
10738	speech	62
10739	speed	55
10740	speedboat	1
10741	speedi	1
10742	speedskat	1
10743	spell	9
10744	spenc	3
10745	spencer	6
10746	spend	57
10747	spent	74
10748	sperl	2
10749	sphere	1
10750	spi	76
10751	spielberg	1
10752	spill	4
10753	spin	5
10754	spine	2
10755	spiral	4
10756	spire	1
10757	spirit	18
10758	spiritu	3
10759	spite	5
10760	splash	2
10761	splashdown	1
10762	splatter	2
10763	splint	1
10764	splinter	3
10765	splinz	1
10766	split	23
10767	spode	1
10768	spoil	11
10769	spoiler	3
10770	spokan	1
10771	spoke	76
10772	spoken	23
10773	spokesman	184
10774	spokesmen	4
10775	spokeswoman	28
10776	sponsor	22
10777	sponsorship	2
10778	spontan	4
10779	spook	1
10780	sporad	1
10781	sport	59
10782	sportsmen	1
10783	spot	33
10784	spotlight	14
10785	spotti	6
10786	spous	7
10787	spragu	1
10788	spraig	1
10789	sprain	7
10790	sprawl	8
10791	spray	6
10792	spread	53
10793	spree	2
10794	spring	28
10795	springfield	3
10796	sprinkl	2
10797	sprint	5
10798	sprout	2
10799	spruanc	1
10800	sprung	2
10801	spun	1
10802	spur	5
10803	spymast	19
10804	squabbl	1
10805	squad	23
10806	squadron	1
10807	squall	3
10808	squander	2
10809	squar	23
10810	squat	1
10811	squatter	3
10812	squeak	2
10813	squeamish	1
10814	squeez	7
10815	squirrel	2
10816	squish	1
10817	sr	3
10818	srdic	4
10819	srebrenica	1
10820	srpska	1
10821	st	55
10822	stab	9
10823	stabenow	5
10824	stabil	43
10825	stabl	21
10826	stacey	1
10827	staci	1
10828	stack	8
10829	stadium	13
10830	staf	3
10831	staff	70
10832	staffer	2
10833	staffinr	1
10834	stafford	4
10835	stage	49
10836	stagger	9
10837	stain	7
10838	stair	3
10839	stairwel	4
10840	stake	26
10841	stalem	6
10842	stalin	2
10843	stalinist	1
10844	stalk	2
10845	stall	4
10846	stambol	2
10847	stambuk	1
10848	stamenkov	2
10849	stamina	1
10850	stammer	1
10851	stamped	4
10852	stanc	5
10853	stand	129
10854	standard	19
10855	standbi	1
10856	standoff	8
10857	standpoint	1
10858	standstil	6
10859	stanley	4
10860	stapl	1
10861	star	39
10862	stare	7
10863	stark	5
10864	starkli	1
10865	starr	1
10866	starrr	1
10867	start	160
10868	startl	2
10869	starv	1
10870	stash	1
10871	stasio	1
10872	stat	2
10873	state	587
10874	statehous	4
10875	stateless	1
10876	statement	104
10877	stateroom	1
10878	statesman	3
10879	statewid	5
10880	station	121
10881	stationeri	1
10882	statist	13
10883	statisticalreport	2
10884	statu	18
10885	statur	4
10886	statut	5
10887	staunch	2
10888	staunchest	2
10889	staunchli	2
10890	stay	148
10891	ste	1
10892	stead	1
10893	steadfast	1
10894	steadi	4
10895	steadili	4
10896	steal	27
10897	stealer	1
10898	stealth	1
10899	stealthi	1
10900	stealthier	1
10901	stealthili	1
10902	steam	6
10903	steami	1
10904	steel	28
10905	steenbuch	1
10906	steep	15
10907	steer	8
10908	stefan	1
10909	stefano	5
10910	stefanov	4
10911	steffi	1
10912	steinberg	1
10913	steindorff	1
10914	stell	1
10915	stellar	1
10916	stem	15
10917	stemmo	1
10918	stenberg	1
10919	stench	2
10920	step	136
10921	stephani	1
10922	stephanopoulo	1
10923	stephen	7
10924	stepmoth	1
10925	steppingston	1
10926	stepson	1
10927	stereo	1
10928	sterl	3
10929	stern	14
10930	sternavich	1
10931	sternli	2
10932	steskic	1
10933	stevan	3
10934	steve	10
10935	stevedor	1
10936	steven	3
10937	stevenson	4
10938	stew	1
10939	stewardship	4
10940	stewart	2
10941	stick	18
10942	sticker	2
10943	sticki	1
10944	stickier	4
10945	stiff	3
10946	stifl	2
10947	stigmat	1
10948	still	371
10949	sting	1
10950	stipend	1
10951	stipul	4
10952	stir	14
10953	stirrer	1
10954	stirrup	1
10955	stitch	1
10956	stock	5
10957	stocki	1
10958	stockpil	5
10959	stoical	1
10960	stojanov	1
10961	stojiljikov	1
10962	stojiljkov	3
10963	stoke	4
10964	stoko	1
10965	stokov	1
10966	stole	25
10967	stolen	13
10968	stolt	1
10969	stomach	7
10970	stomp	1
10971	stone	18
10972	stonewal	1
10973	stoni	3
10974	stood	66
10975	stool	2
10976	stop	176
10977	stopgap	1
10978	stopov	4
10979	stoppag	6
10980	stopper	1
10981	storag	3
10982	store	67
10983	storey	1
10984	stori	99
10985	storm	46
10986	stormi	2
10987	storybook	1
10988	stosic	2
10989	stoutli	1
10990	stowag	1
10991	stoyan	1
10992	straddl	1
10993	straight	25
10994	straighten	1
10995	straightforward	4
10996	strain	4
10997	strait	2
10998	straition	1
10999	strakov	1
11000	strand	3
11001	strang	9
11002	stranger	6
11003	strangl	1
11004	stranglehold	1
11005	strap	3
11006	strateg	18
11007	strategeri	1
11008	strategi	20
11009	strategist	7
11010	straw	1
11011	stray	2
11012	streak	16
11013	stream	15
11014	streamlin	1
11015	stree	1
11016	street	177
11017	strength	18
11018	strengthen	27
11019	strenuous	1
11020	stress	33
11021	stretch	30
11022	stretcher	13
11023	strewn	3
11024	stricken	15
11025	strickland	2
11026	strict	5
11027	stricter	1
11028	strictli	7
11029	strictur	1
11030	strident	1
11031	strife	2
11032	strike	86
11033	strikebound	5
11034	strikebreak	3
11035	striker	13
11036	string	14
11037	stringent	2
11038	stringfellow	5
11039	strip	24
11040	stripe	3
11041	strive	7
11042	strode	1
11043	stroke	10
11044	stroll	1
11045	strom	1
11046	strong	96
11047	stronger	17
11048	strongest	10
11049	stronghold	27
11050	strongli	15
11051	strongman	8
11052	strongmen	1
11053	strother	1
11054	strove	1
11055	struck	45
11056	structur	19
11057	struggl	72
11058	stuart	1
11059	stubb	1
11060	stubborn	1
11061	stubbornli	1
11062	stuck	9
11063	stud	3
11064	student	54
11065	studi	38
11066	studio	3
11067	stuf	1
11068	stuff	6
11069	stumbl	13
11070	stump	1
11071	stun	40
11072	stung	3
11073	stunningli	2
11074	stunt	2
11075	sturdi	1
11076	sturdier	1
11077	style	33
11078	stymi	1
11079	su	4
11080	suarez	3
11081	sub	25
11082	subcommitte	2
11083	subcontin	3
11084	subdu	7
11085	subgroup	1
11086	subject	39
11087	subjug	1
11088	submachin	2
11089	submarin	63
11090	submerg	5
11091	submers	3
11092	submit	25
11093	subordin	1
11094	subpoena	1
11095	subscrib	1
11096	subsequ	9
11097	subsid	4
11098	subsidi	1
11099	subsidiari	3
11100	subsist	1
11101	substanc	6
11102	substandard	1
11103	substanti	17
11104	substitut	4
11105	subterranean	1
11106	subtext	2
11107	subtl	1
11108	subtocnga	4
11109	suburb	26
11110	suburban	11
11111	subvers	3
11112	subvert	3
11113	subway	1
11114	succ	1
11115	succeed	32
11116	success	70
11117	successor	39
11118	succumb	2
11119	suchitepequez	5
11120	suck	1
11121	sudan	11
11122	sudanes	1
11123	sudden	20
11124	suddenli	17
11125	sue	7
11126	suez	18
11127	suffer	96
11128	suffici	16
11129	suffoc	4
11130	sugarcoat	1
11131	sugari	1
11132	suggest	94
11133	suharto	1
11134	suicid	129
11135	suit	36
11136	suitabl	5
11137	suitcas	5
11138	suitland	1
11139	sukiyaki	1
11140	sullivan	3
11141	sultan	6
11142	sultri	1
11143	sum	2
11144	summar	2
11145	summari	4
11146	summer	23
11147	summit	32
11148	summon	6
11149	sumner	1
11150	sun	24
11151	sunbak	1
11152	sunda	1
11153	sunday	201
11154	sunglass	2
11155	sunil	1
11156	sunk	7
11157	sunken	25
11158	sunni	4
11159	sunris	1
11160	sunset	4
11161	sunshin	1
11162	super	3
11163	superb	2
11164	superbl	2
11165	superfast	1
11166	superintend	1
11167	superior	4
11168	supermarket	6
11169	superpow	2
11170	superstructur	1
11171	supervis	12
11172	supervisor	6
11173	supplement	1
11174	suppli	55
11175	support	271
11176	suppos	19
11177	supposedli	4
11178	supposingli	1
11179	suppress	13
11180	suprem	47
11181	supremaci	2
11182	supremacist	1
11183	surat	3
11184	sure	105
11185	surf	2
11186	surfac	28
11187	surg	14
11188	surgeon	9
11189	surgeri	13
11190	surgic	3
11191	surnia	1
11192	surpass	5
11193	surplu	3
11194	surpris	52
11195	surprisingli	4
11196	surreal	4
11197	surrend	34
11198	surrog	5
11199	surround	61
11200	surveil	17
11201	survey	26
11202	surviv	101
11203	survivor	92
11204	susa	1
11205	susan	35
11206	susann	1
11207	suscept	2
11208	susi	3
11209	suspect	142
11210	suspend	25
11211	suspens	9
11212	suspici	13
11213	suspicion	36
11214	sustain	13
11215	susten	1
11216	sutyagin	1
11217	svilanov	3
11218	swab	1
11219	swagger	1
11220	swallow	4
11221	swami	3
11222	swamimarayan	1
11223	swamp	1
11224	swan	3
11225	swap	6
11226	swarm	16
11227	swat	2
11228	sway	17
11229	swear	11
11230	sweat	5
11231	sweater	3
11232	sweati	6
11233	swede	2
11234	sweden	5
11235	sweep	21
11236	sweet	3
11237	sweeten	1
11238	sweetheart	2
11239	swell	14
11240	swelter	1
11241	swenchoni	1
11242	swept	39
11243	swift	11
11244	swiftli	5
11245	swim	5
11246	swing	5
11247	swipe	1
11248	swirl	2
11249	swiss	17
11250	switch	20
11251	switzerland	25
11252	swivel	1
11253	swollen	2
11254	swoon	1
11255	swoop	1
11256	sword	1
11257	swore	3
11258	sworn	29
11259	swung	1
11260	sy	2
11261	sydney	10
11262	sylvest	1
11263	sylvia	1
11264	symbiones	4
11265	symbol	31
11266	symington	2
11267	symmetri	1
11268	sympath	2
11269	sympathet	8
11270	sympathi	8
11271	symphoni	1
11272	symptom	2
11273	sync	1
11274	syndic	1
11275	synonym	1
11276	syria	2
11277	syrian	8
11278	syring	1
11279	system	82
11280	systemat	3
11281	tabara	3
11282	tabl	18
11283	tableau	2
11284	tableaux	1
11285	tablecloth	2
11286	tabloid	2
11287	tabul	5
11288	tacitli	1
11289	tackl	4
11290	tacoma	1
11291	tactic	15
11292	tactician	2
11293	tadic	2
11294	taffeta	1
11295	tag	1
11296	taha	3
11297	taigon	1
11298	tail	1
11299	tailor	11
11300	tailspin	2
11301	taint	10
11302	taiwan	9
11303	taiwanes	2
11304	taiz	1
11305	take	343
11306	taken	128
11307	takeoff	1
11308	takeov	15
11309	taker	1
11310	takla	1
11311	talaja	2
11312	tale	5
11313	talent	8
11314	talib	1
11315	taliban	15
11316	talk	157
11317	talker	1
11318	talki	1
11319	tall	8
11320	tallahasse	1
11321	taller	4
11322	talli	15
11323	tamarin	4
11324	tame	7
11325	tamil	1
11326	tamme	1
11327	tampa	4
11328	tamper	3
11329	tan	2
11330	tanang	1
11331	tanasugarin	1
11332	tanasugarn	3
11333	tandem	1
11334	tangl	11
11335	tanja	1
11336	tanjug	13
11337	tank	26
11338	tanker	2
11339	tant	1
11340	tantal	1
11341	tantamount	1
11342	tantrum	1
11343	tanugu	1
11344	tanzania	37
11345	tap	9
11346	tape	20
11347	tar	2
11348	tarawa	2
11349	tardi	1
11350	target	67
11351	tariff	2
11352	tariq	2
11353	tarmac	12
11354	tarnish	2
11355	tarp	3
11356	tarpaulin	3
11357	task	43
11358	tass	5
11359	tast	5
11360	tatter	4
11361	taunt	1
11362	tawdri	1
11363	tawfiq	1
11364	tax	41
11365	taxi	6
11366	taxpay	2
11367	taylor	2
11368	tdcj	14
11369	tea	9
11370	teach	8
11371	teacher	16
11372	team	119
11373	teammat	2
11374	tear	72
11375	tearga	4
11376	tech	10
11377	technic	24
11378	technician	15
11379	techniqu	4
11380	technocrat	1
11381	technolog	43
11382	techsourc	2
11383	tecla	11
11384	ted	3
11385	teddi	1
11386	teem	3
11387	teen	16
11388	teenag	4
11389	teepl	1
11390	teeter	2
11391	teeth	2
11392	tefb	1
11393	tegla	1
11394	tekla	2
11395	tel	4
11396	telar	1
11397	telecommun	2
11398	teleconfer	2
11399	telegram	1
11400	telephon	72
11401	televis	170
11402	televisa	1
11403	televison	1
11404	tell	108
11405	teller	7
11406	tello	2
11407	tem	1
11408	temblor	13
11409	tempel	1
11410	temper	4
11411	temperatur	10
11412	tempestu	1
11413	templ	8
11414	templat	1
11415	tempo	1
11416	temporari	13
11417	temporarili	10
11418	ten	78
11419	tenabl	1
11420	tenac	1
11421	tenaci	1
11422	tenant	3
11423	tend	11
11424	tendenc	4
11425	tender	4
11426	tenet	2
11427	tenn	8
11428	tennesse	11
11429	tenni	39
11430	tens	18
11431	tension	25
11432	tent	39
11433	tentacl	1
11434	tenth	4
11435	tenur	9
11436	ter	1
11437	term	126
11438	termer	2
11439	termin	15
11440	tern	1
11441	terr	1
11442	terrain	2
11443	terrel	1
11444	terrenc	12
11445	terri	6
11446	terribl	28
11447	terribly	1
11448	terrif	2
11449	terrifi	9
11450	terrifng	1
11451	terrifyingli	1
11452	territori	22
11453	terror	104
11454	terrorist	206
11455	test	42
11456	testament	2
11457	testifi	25
11458	testili	1
11459	testimoni	19
11460	testu	1
11461	testud	9
11462	tethani	1
11463	tether	2
11464	tex	1
11465	texa	98
11466	text	6
11467	textbook	1
11468	textil	4
11469	tfor	1
11470	th	3
11471	thaan	1
11472	thabo	3
11473	thaci	1
11474	thadani	1
11475	thaerz	1
11476	thahn	1
11477	thailand	2
11478	thakkar	4
11479	thakur	1
11480	thanh	2
11481	thank	117
11482	thanksgiv	2
11483	thankyou	1
11484	thatcher	1
11485	thaul	1
11486	theater	7
11487	thee	1
11488	theft	2
11489	theme	7
11490	theodor	2
11491	theolog	2
11492	theoret	3
11493	theori	29
11494	theoriz	4
11495	thepaid	1
11496	therapi	1
11497	thereaft	1
11498	therebi	2
11499	therefor	16
11500	therein	1
11501	theresa	1
11502	thermomet	2
11503	thescap	1
11504	thesi	1
11505	thevenot	2
11506	thi	5
11507	thick	15
11508	thicker	3
11509	thief	1
11510	thiessen	1
11511	thiev	6
11512	thigh	2
11513	thin	6
11514	thing	167
11515	thing99	1
11516	think	227
11517	thinker	1
11518	thinner	1
11519	third	141
11520	thirdli	1
11521	thirteen	3
11522	thirti	11
11523	thirtysometh	1
11524	thoma	18
11525	thompson	4
11526	thorbjoern	2
11527	thorbjorn	1
11528	thorn	1
11529	thornburgh	1
11530	thornel	1
11531	thorni	1
11532	thorough	3
11533	thoroughfar	3
11534	thoroughli	1
11535	though	135
11536	thought	106
11537	thousand	156
11538	thrash	1
11539	thread	4
11540	threadbar	1
11541	threat	105
11542	threatcon	1
11543	threaten	46
11544	three	335
11545	threshold	2
11546	threw	16
11547	thrill	5
11548	thriller	1
11549	thrive	6
11550	throat	5
11551	throne	2
11552	throng	6
